BHK,House,Location,Bedroom,Bathroom,balcony,Furnish_Details,other,Study,pooja,store,servant,Floor,price,rate,society,AgeofProperty,Feature,plot,Build,carpet
1,House,Sector 39 Gurgaon,1,1,2,0,0,0,0,0,0,2,1.6,17937,,very old,40,893.4037,687.920849,649.7481455
4,House,G block DLF City Phase 1,4,3,3+ ,1,0,0,0,0,0,3,5.6,30556,,old,33,1797.5713,1384.129901,1307.324582
6,House,Palam Vihar,6,4,0,0,0,0,0,0,0,3,5,12500,Ansals Palam Vihar,unknown,0,5200.221818,4004.1708,3781.979504
1,House,Sector 39 Gurgaon,1,1,2,0,0,0,0,0,0,3,1.8,21875,,moderate,0,904.1676,696.209052,657.5764364
9,House,"Gurgaon, Delhi NCR",9,3,3+ ,0,0,0,0,0,0,3,1.5,16667,,unknown,0,1243.23045,957.2874465,904.1676
3,House,Park View,3,3,3,0,0,0,0,0,0,3,1.05,7075,Ansal Esencia Sovereign Floors,unknown,0,1929.114545,1485.4182,1402.992397
8,House,Shakti Nagar,8,5,2,0,0,0,0,0,0,1,1.8,8078,,unknown,0,3063.675038,2359.029779,2228.1273
6,House,Sector 48 Gurgaon,6,5,3+ ,0,0,0,0,0,0,3,3.35,5583,Vipul World,unknown,0,7786.353636,5995.4923,5662.802645
5,House,Jyoti Park,5,4,2,0,0,0,0,0,0,3,1.2,11194,,unknown,0,1397.909091,1076.39,1016.661157
10,House,Rajiv Nagar,10,5,3+ ,1,0,0,0,0,0,4,9,100000,,very old,0,904.1676,696.209052,657.5764364
5,House,Sector 72 Gurgaon,5,5,3+ ,1,0,0,0,0,1,14,3.09,6981,Spaze Privy,moderate,33,4738.911818,3648.9621,3446.481322
4,House,Sector 103 Gurgaon,4,5,0,0,0,0,0,0,0,12,3.15,6702,Satya The Hermitage,unknown,0,6108.862727,4703.8243,4442.809256
3,House,Sector 12A Gurgaon,3,3,0,0,0,0,0,0,0,1,1.7,9444,,unknown,0,2334.508182,1797.5713,1697.824132
6,House,Sector 1 Gurgaon,6,7,0,1,0,0,0,0,0,4,4.75,10556,,unknown,0,5843.26,4499.3102,4249.643636
2,House,Sector 9 Gurgaon,2,3,0,0,0,0,0,0,0,3,1.65,18333,,unknown,0,1174.243636,904.1676,853.9953719
4,House,Sohna Gurgaon Road,4,3,0,0,0,0,0,0,0,1,2,7479,,unknown,0,3466.814545,2669.4472,2521.319669
4,House,Sector 1 Gurgaon,4,3,2,0,0,0,0,0,0,3,1.85,16003,,unknown,0,1583.638788,1219.401866,1151.7373
6,House,DLF Phase 2,6,8,3+ ,1,0,1,1,1,1,0,13,45710,,moderate,0,2841.6696,2188.085592,2066.6688
2,House,Subhash Nagar,2,2,1,0,0,0,0,0,0,2,1.4,8702,,very old,0,1496.1821,1152.060217,1088.132436
5,House,ravi nager basai road,5,5,3+ ,0,0,0,0,0,0,3,1.8,5950,,old,0,3024.6559,2328.985043,2199.749745
10,House,Shivpuri,10,5,3,1,0,1,1,0,1,2,2.4,8889,shivpuri,very old,8,2701.7389,2080.338953,1964.901018
1,House,C Block Sushant Lok Phase 1,1,1,0,0,0,0,0,0,0,1,3.35,26973,,very old,9,1237.8485,953.143345,900.2534545
3,House,Nirvana Country,3,2,0,0,0,0,0,0,0,1,7,32407,,unknown,0,2809.797273,2163.5439,2043.488926
1,House,Sector 41 Gurgaon,1,1,0,0,0,0,0,0,0,1,1.65,13750,,unknown,0,1551.679091,1194.7929,1128.493884
4,House,Shivpuri,4,4,2,0,0,1,1,1,0,3,2.43,14890,,very old,38,1636.1128,1259.806856,1189.900218
1,House,Sector 3 Gurgaon,1,1,0,0,0,0,0,0,0,1,3.5,9210,,unknown,0,4934.619091,3799.6567,3588.813884
3,House,Sohna Road,3,3,0,0,0,0,0,0,0,1,6.25,6944,,old,0,8998.6204,6928.937708,6544.4512
4,House,Jacobpura,4,4,2,1,0,0,1,0,0,2,1.2,14184,,moderate,7,850.3481,654.768037,618.4349818
10,House,Rajiv Chowk,10,10,3,0,0,0,0,0,0,3,2,10582,Hans Enclave,old,0,2460.32,1894.4464,1789.323636
10,House,Sector 11 Gurgaon,10,1,0,0,0,0,0,0,0,1,3.5,15555,,new,0,2921.63,2249.6551,2124.821818
5,House,DLF Phase 1,5,5,3+ ,0,0,0,0,0,0,2,4.5,33333,,very old,7,1345.4875,1036.025375,978.5363636
1,House,Sector 37D Gurgaon,1,1,0,0,0,0,0,0,0,1,1.16,7539,,unknown,0,1999.01,1539.2377,1453.825455
5,House,Sohna Road,5,5,3+ ,0,0,0,0,0,0,4,1.35,10000,sneh vihar,moderate,0,1345.4875,1036.025375,978.5363636
8,House,DLF Phase 3,8,11,3+ ,1,1,1,1,0,1,3,11,28898,,very old,39,3810.4206,2934.023862,2771.214982
9,House,Sector 60 Gurgaon,9,12,3+ ,1,0,0,0,0,1,3,18.02,28200,Adani Brahma Samsara,moderate,146,8303.58,6393.7566,6038.967273
1,House,Sector 14 Gurgaon,1,1,0,0,0,0,0,0,0,1,4.6,20444,,unknown,0,2921.63,2249.6551,2124.821818
3,House,Sushant Lok Phase 1,3,3,3+ ,1,0,0,0,0,0,3,1.9,35185,,very old,0,538.195,414.41015,391.4145455
3,House,Sector 63 Gurgaon,3,3,2,0,0,0,0,0,0,1,1.5,6289,Signature Global City 63A,new,0,3103.358182,2389.5858,2256.987769
5,House,Shivaji Nagar,5,4,3,0,0,0,0,1,0,1,2.5,17857,,very old,0,1399.307,1077.46639,1017.677818
9,House,Sector 54 Gurgaon,9,9,3,1,0,0,0,0,1,11,2,30968,Suncity Township,moderate,7,645.834,497.29218,635.0701
3,House,Golf Course Road,3,2,2,0,0,0,0,0,0,41,1.6,160000,,moderate,0,96.8751,74.593827,70.45461818
1,House,Sector 108 Gurgaon,1,1,0,0,0,0,0,0,0,1,1.34,5000,,unknown,0,3480.793636,2680.2111,2531.486281
5,House,Jacobpura,5,5,3,1,1,0,1,0,0,3,1.7,8000,,old,9,2600.110909,2002.0854,1890.989752
2,House,Rajendra Park,2,2,2,0,0,0,0,0,0,3,9.9,49500,,unknown,0,2600.110909,2002.0854,1890.989752
1,House,Sushant Lok Phase 1,1,1,0,0,0,0,0,0,0,1,2.15,13030,,unknown,0,2138.800909,1646.8767,1555.49157
8,House,C Block Sushant Lok Phase 1,8,8,3+ ,0,0,0,0,0,0,5,1.85,308333,Ansal,moderate,53,64.5834,49.729218,46.96974545
5,House,Near euro international School,5,4,3+ ,1,0,0,0,0,0,3,1.7,18889,,old,34,904.1676,696.209052,657.5764364
4,House,DLF Phase 3,4,4,3+ ,1,0,1,1,1,0,4,2.6,24074,,moderate,0,1076.39,828.8203,782.8290909
5,House,Mianwali Colony,5,5,2,0,0,0,0,0,0,3,2,14815,Project Mianwali Colony,unknown,0,1747.386364,1345.4875,1270.826446
19,House,Sector 17A Gurgaon,19,17,3+ ,0,0,1,0,1,0,5,3.87,5160,,moderate,68,1625.3489,1251.518653,1182.071927
3,House,Acharya Puri,3,2,1,1,0,0,1,0,1,1,2.25,9615,,very old,8,2335.7663,1798.540051,1698.739127
11,House,Rajiv Chowk,11,10,3,0,0,0,1,1,0,3,2,10101,Hans Enclave,very old,22,1980.5576,1525.029352,1440.405527
5,House,Sector 15 Gurgaon,5,5,2,0,0,0,0,0,0,2,10,22222,Sector 15 Part 2 RWA,very old,49,4520.838,3481.04526,3287.882182
5,House,DLF Phase 3,5,4,3,0,0,0,0,0,0,3,3.5,32407,,very old,15,1076.39,828.8203,782.8290909
3,House,New Colony,3,2,3+ ,0,0,0,0,0,0,,6.5,15046,,very old,9,4316.3239,3323.569403,3139.144655
2,House,DLF Phase 4,2,2,1,0,0,0,0,1,0,3,1.39,11583,,very old,37,538.195,414.41015,391.4145455
5,House,Sector 53 Gurgaon,5,5,2,0,0,1,0,0,0,3,4,17778,,moderate,23,2249.6551,1732.234427,1636.1128
6,House,Sector 50 Gurgaon,6,5,3,1,0,1,1,0,1,4,12.5,40611,,old,23,3078.4754,2370.426058,2238.8912
7,House,DLF Phase 3,7,5,3+ ,0,0,0,0,0,0,4,1.6,29630,u block dlf phase 3 road 021,very old,0,538.195,414.41015,391.4145455
8,House,DLF Phase 3,8,5,3+ ,1,0,0,0,0,0,4,1.6,29629,DLF City Plots Phase 3,very old,8,538.195,414.41015,391.4145455
7,House,Mianwali Colony,7,7,3,0,0,0,0,0,0,2,2.9,10740,,very old,7,2701.7389,2080.338953,1964.901018
2,House,Sector 39 Gurgaon,2,2,3+ ,1,0,0,0,1,1,3,1.7,17980,,old,45,904.1676,696.209052,657.5764364
3,House,Sohna Road,3,3,0,0,0,0,0,0,0,1,5.5,55000,cloudnine cottages,old,0,1001.0427,770.802879,728.0310545
5,House,Uppals Southend,5,4,2,0,0,1,0,1,1,2,6.75,19737,SS Aaron Ville,very old,78,3422.9202,2635.648554,2489.396509
3,House,Sohna Road,3,3,3+ ,1,1,1,1,0,1,2,5.5,5093,,old,49,10796.1917,8313.067609,7851.775782
3,House,Sector 43 Gurgaon,3,3,1,0,0,0,1,0,0,2,2.75,25463,Landmark House,old,21,1076.39,828.8203,782.8290909
5,House,DLF Phase 1,5,5,2,0,0,0,0,0,0,4,8.1,35294,,very old,42,2292.7107,1765.387239,1667.425964
4,House,Sector 109 Gurgaon,4,4,3+ ,1,0,0,0,0,0,2,7,12963,International City by SOBHA Phase 2,moderate,102,5403.4778,4160.677906,3929.802036
4,House,Sector 17B Gurgaon,4,4,2,0,0,0,0,1,1,1,7.2,15926,,very old,0,4520.838,3481.04526,3287.882182
5,House,Mianwali Colony,5,5,2,0,0,0,0,0,0,3,1.5,11111,,very old,16,1345.4875,1036.025375,978.5363636
5,House,Sector 50 Gurgaon,5,7,2,1,0,0,0,0,1,4,10,14285,nirvana country,old,0,9086.409091,6996.535,6608.297521
5,House,DLF Phase 2,5,6,3+ ,1,0,1,1,1,1,3,15.5,34307,DLF City Plots Phase 2,old,144,4520.838,3481.04526,3287.882182
16,House,DLF Phase 1,16,20,3+ ,1,0,1,1,1,1,4,14.75,51864,,new,153,2841.6696,2188.085592,2066.6688
16,House,DLF Phase 1,16,20,3+ ,1,0,1,1,1,1,4,20,44265,DLF City Plots,new,153,4520.838,3481.04526,3287.882182
6,House,DLF Phase 4,6,5,3+ ,0,0,1,1,1,1,3,9.54,29444,DLF City Plots Phase 4,new,153,3239.9339,2494.749103,2356.315564
5,House,DLF Phase 2,5,6,3+ ,1,0,1,1,1,1,3,10.55,39074,DLF City Plots Phase 2,old,131,2701.7389,2080.338953,1964.901018
6,House,DLF Phase 1,6,7,3+ ,1,0,1,1,1,1,3,17.3,38734,DLF City Plots,new,124,4520.838,3481.04526,3287.882182
9,House,Palam Vihar,9,9,3+ ,1,0,0,1,0,1,3,3.65,23442,,new,116,1560.7655,1201.789435,1135.102182
6,House,DLF Phase 1,6,8,2,1,0,1,1,1,1,3,18.9,41833,,moderate,120,4520.838,3481.04526,3287.882182
8,House,South City 1,8,5,3+ ,1,0,0,1,1,1,3,9,27778,,very old,26,3239.9339,2494.749103,2356.315564
5,House,Sector 54 Gurgaon,5,5,2,1,0,1,1,0,1,1,24,600000,Emaar The Palm Springs,very old,122,398.2643,306.663511,289.6467636
3,House,Sector 40 Gurgaon,3,3,3,1,0,1,1,1,0,3,2.15,23889,,old,45,904.1676,696.209052,657.5764364
6,House,Sector 51 Gurgaon,6,3,3+ ,1,0,0,0,0,0,3,2.25,25000,,moderate,54,904.1676,696.209052,657.5764364
4,House,Sector 112 Gurgaon,4,4,3+ ,1,0,0,1,0,1,2,7.46,10260,Experion Windchants,moderate,62,8247.663636,6350.701,5998.300826
12,House,Uppals Southend,12,12,3+ ,0,1,0,0,0,0,3,6.75,31915,Uppal Southend,old,49,2109.7244,1624.487788,1534.345018
4,House,Nirvana Country,4,5,3+ ,1,0,0,1,0,1,4,3.99,8866,Nirvana Cedar Crest,new,112,4499.3102,3464.468854,3272.2256
12,House,Sector 46 Gurgaon,12,14,3+ ,1,1,0,0,0,1,,6.81,36911,,new,40,1840.6269,1417.282713,1338.637745
5,House,DLF Phase 2,5,5,3+ ,1,0,1,1,1,1,3,6.5,36111,DLF City Plots Phase 2,very old,134,1797.5713,1384.129901,1307.324582
4,House,Sector 17B Gurgaon,4,4,3+ ,0,0,1,1,1,1,2,6.95,15444,Kothi,very old,33,4499.3102,3464.468854,3272.2256
5,House,Sector 109 Gurgaon,5,5,3+ ,1,0,0,0,0,1,2,7,11240,International City by SOBHA Phase 2,moderate,129,6232.2981,4798.869537,4532.580436
3,House,Sector 63A Gurgaon,3,3,3+ ,1,0,0,0,0,1,4,3.85,15437,Birla Navya,new,160,3433.6841,2643.936757,2497.2248
3,House,Sector 82 Gurgaon,3,4,3,1,0,1,1,1,1,1,3.2,14351,Vatika Signature Villas,new,66,2163.5439,1665.928803,1573.486473
8,House,Malibu Town,8,6,3+ ,1,1,1,0,0,1,3,8.81,27191,Malibu Towne,old,27,3239.9339,2494.749103,2356.315564
4,House,Sushant Lok Phase 2,4,4,3+ ,0,0,0,0,1,0,4,1.45,241666,,moderate,70,64.5834,49.729218,46.96974545
4,House,DLF Phase 1,4,4,3+ ,1,0,1,1,1,1,2,8.9,32963,,very old,82,2701.7389,2080.338953,1964.901018
9,House,DLF Phase 2,9,9,3+ ,1,0,1,1,1,1,3,6.5,33592,DLF City Plots Phase 2,very old,142,1937.502,1491.87654,1409.092364
9,House,Sector 45 Gurgaon,9,9,3+ ,1,1,0,0,0,0,3,4.49,24455,,old,90,1840.6269,1417.282713,1338.637745
5,House,Sector 48 Gurgaon,5,6,3,1,0,0,0,0,1,3,22,26667,Vipul Tatvam Villa,old,54,8998.6204,6928.937708,6544.4512
5,House,Sector 109 Gurgaon,5,5,3+ ,0,0,1,1,1,1,2,9.5,26389,International City by SOBHA Phase 2,moderate,133,3595.1426,2768.259802,2614.649164
4,House,Sector 82 Gurgaon,4,4,3+ ,1,0,0,0,0,1,3,7,194444,Vatika India Next,moderate,105,355.2087,273.510699,258.3336
5,House,Sector 14 Gurgaon,5,4,2,1,0,0,0,0,0,2,4.15,18444,,very old,51,2249.6551,1732.234427,1636.1128
4,House,Ansal Plaza,4,4,3,1,0,0,0,0,1,2,2.9,11600,,moderate,43,2497.2248,1922.863096,1816.163491
5,House,Sector 66 Gurgaon,5,6,3+ ,1,0,0,1,0,1,4,12,38095,Emaar MGF Marbella,new,38,3153.8227,2428.443479,2293.689236
5,House,Sector 72 Gurgaon,5,6,3+ ,1,0,1,1,1,1,10,8.5,13492,Tata Primanti,moderate,145,6296.8815,4848.598755,4579.550182
4,House,South City 1,4,4,2,1,0,1,1,0,1,3,11,33951,,new,35,3239.9339,2494.749103,2356.315564
2,House,Sector-33 Sohna,2,2,2,1,0,1,0,0,0,4,1.35,11157,Central Park Flower Valley Cerise Floors,new,107,1565.658182,1205.5568,1138.660496
4,House,Laxman Vihar Phase 2,4,3,2,1,0,0,1,1,0,2,1.9,8444,,old,46,2249.6551,1732.234427,1636.1128
5,House,Sector 56 Gurgaon,5,6,3+ ,1,1,0,1,0,0,4,3.25,21495,,moderate,27,1506.946,1160.34842,1095.960727
6,House,DLF Phase 1,6,6,3,1,0,1,0,0,1,2,19,42054,DLF City Plots,moderate,121,4520.838,3481.04526,3287.882182
9,House,DLF Phase 2,9,9,2,1,0,0,0,1,1,3,7.3,1560,,moderate,109,1937.502,1491.87654,1409.092364
6,House,Sector 55 Gurgaon,6,4,3,1,0,0,0,0,1,3,5.6,20741,,very old,41,2701.7389,2080.338953,1964.901018
3,House,A Block Sushant Lok Phase 1,3,3,2,1,0,0,0,0,0,3,2.55,13178,,moderate,60,2516.236364,1937.502,1829.990083
3,House,Ansal Plaza,3,3,2,0,0,0,1,1,0,2,2.4,12000,,old,28,2002.0854,1541.605758,1456.062109
4,House,Sector 48 Gurgaon,4,4,1,0,0,0,0,0,0,1,18.5,26428,Vipul Tatvam Villa,old,30,6996.535,5387.33195,5088.389091
16,House,DLF Phase 1,16,16,3+ ,1,0,1,1,1,1,4,26,82540,,new,72,3616.6704,2784.836208,2630.305745
2,House,Sector 10A Gurgaon,2,1,2,1,1,0,0,0,0,2,1.7,18888,,very old,8,904.1676,696.209052,657.5764364
4,House,Sector 49 Gurgaon,4,4,3,1,0,0,0,0,0,4,1.6,31481,Eros Rosewood City,new,27,538.195,414.41015,391.4145455
4,House,Sector 103 Gurgaon,4,4,3+ ,1,0,1,1,1,1,2,4.35,13501,Satya The Hermitage,moderate,138,3218.4061,2478.172697,2340.658982
4,House,Sector 82 Gurgaon,4,4,3+ ,2,0,0,0,0,1,3,6.8,20988,Vatika India Next,moderate,110,3239.9339,2494.749103,2356.315564
12,House,DLF Phase 2,12,12,3+ ,1,0,1,0,0,1,4,10,400000,DLF City Plots Phase 2,moderate,114,247.5697,190.628669,180.0506909
3,House,Sushant Lok Phase 2,3,3,3+ ,1,0,0,1,1,1,2,4.6,21296,,very old,37,2163.5439,1665.928803,1573.486473
4,House,Sector 65 Gurgaon,4,4,3+ ,1,0,1,0,0,1,2,12.5,34722,Emaar Emerald Hills,moderate,0,3595.1426,2768.259802,2614.649164
4,House,Palam Vihar,4,4,3,1,0,0,0,1,0,2,2.9,18626,Ansal API Spanish Court,moderate,49,1560.7655,1201.789435,1135.102182
6,House,Sushant Lok Phase 1,6,7,3+ ,1,1,1,1,0,1,3,27.5,24366,,moderate,42,11291.3311,8694.324947,8211.877164
9,House,Sector 27 Gurgaon,9,9,3,2,0,1,1,1,1,4,8,26298,,moderate,110,3046.1837,2345.561449,2215.406327
11,House,Sushant Lok Phase 1,11,11,3+ ,1,1,0,0,0,0,5,2.25,7500,,new,28,548.9589,422.698353,399.2428364
5,House,Sushant Lok Phase 3,5,6,3+ ,0,0,1,1,1,1,4,8.31,24171,,very old,34,3433.6841,2643.936757,2497.2248
6,House,Sushant Lok Phase 3,6,6,3+ ,0,0,1,1,1,1,4,6.21,23000,,very old,52,2701.7389,2080.338953,1964.901018
6,House,Greenwood City,6,4,3+ ,1,0,1,1,1,1,3,7.35,29697,,very old,61,2475.697,1906.28669,1800.506909
5,House,DLF Phase 2,5,3,2,1,0,0,1,1,0,3,4.5,33333,DLF City Plots Phase 2,very old,25,1345.4875,1036.025375,978.5363636
4,House,DLF Phase 2,4,3,3,1,0,1,1,0,0,3,6.5,36111,,old,19,1797.5713,1384.129901,1307.324582
4,House,Sector 67A Gurgaon,4,4,2,1,0,0,1,0,0,4,1.83,6778,4S Aradhya Homes,new,145,2701.7389,2080.338953,1964.901018
4,House,Sector 48 Gurgaon,4,5,2,1,0,1,1,1,1,2,7.35,22812,Vipul Tatvam Villa,old,144,3218.4061,2478.172697,2340.658982
4,House,DLF Phase 2,4,4,2,1,0,0,1,0,1,2,10.5,261194,DLF City Plots Phase 2,very old,91,398.2643,306.663511,289.6467636
3,House,Sector 49 Gurgaon,3,3,1,1,1,0,0,0,0,2,2.75,178571,Eros Rosewood Villas,very old,80,150.6946,116.034842,109.5960727
12,House,Sector 46 Gurgaon,12,12,3+ ,1,0,1,1,0,0,4,6.5,27461,,moderate,32,2368.058,1823.40466,1722.224
9,House,DLF Phase 2,9,9,3+ ,1,0,1,1,0,1,4,7.5,31686,DLF City Plots Phase 2,moderate,160,1937.502,1491.87654,1409.092364
6,House,Sector 67 Gurgaon,6,7,3+ ,1,0,1,1,0,1,51,8,22222,Ireo Victory Valley,old,49,3595.1426,2768.259802,2614.649164
8,House,Sector 46 Gurgaon,8,8,3+ ,1,1,1,0,0,0,3,5.5,23061,,old,32,2389.5858,1839.981066,1737.880582
5,House,DLF Phase 2,5,4,3,0,0,0,0,0,1,3,4.35,32222,,very old,49,1345.4875,1036.025375,978.5363636
3,House,Palam Vihar,3,3,3,1,0,1,1,0,0,2,2.75,17662,Ansals Palam Vihar,old,15,1560.7655,1201.789435,1135.102182
6,House,DLF Phase 1,6,6,2,1,1,0,1,0,1,3,18,39841,DLF City Plots,very old,49,4520.838,3481.04526,3287.882182
5,House,DLF Phase 1,5,6,3,1,0,0,1,1,1,2,17,37627,DLF City Plots,very old,87,4520.838,3481.04526,3287.882182
3,House,Sector 57 Gurgaon,3,4,3,1,0,1,0,1,1,2,3.75,23148,Ansal Florence Super,old,38,1625.3489,1251.518653,1182.071927
5,House,DLF Phase 1,5,5,3,1,0,1,1,1,1,2,13.5,29880,DLF City Plots,very old,110,4520.838,3481.04526,3287.882182
7,House,Sector 22 Gurgaon,7,5,3+ ,1,1,0,1,0,0,3,4.75,20068,,very old,49,2368.058,1823.40466,1722.224
3,House,Sector 23A Gurgaon,3,2,0,1,1,0,0,0,0,1,5.1,16569,,very old,27,3078.4754,2370.426058,2238.8912
6,House,Sector 38 Gurgaon,6,6,3+ ,0,0,1,1,0,1,3,3.9,21242,,old,32,1840.6269,1417.282713,1338.637745
4,House,Sector 109 Gurgaon,4,4,3+ ,1,0,0,0,0,1,2,6.25,11574,International City by SOBHA Phase 2,moderate,138,5403.4778,4160.677906,3929.802036
5,House,Nirvana Country,5,5,3,0,0,1,0,0,1,2,10.55,32562,,old,42,3239.9339,2494.749103,2356.315564
3,House,Sector 61 Gurgaon,3,3,3,0,0,0,0,0,0,4,2.01,13000,Smart World Orchard,unknown,145,1550.0016,1193.501232,1127.273891
4,House,Sector 31 Gurgaon,4,4,3+ ,1,0,1,1,1,1,3,3.25,22429,,old,29,1453.1265,1118.907405,1056.819273
