BHK,House,Location,Bedroom,Bathroom,balcony,Furnish_Details,other,Study,pooja,store,servant,Floor,price,rate,society,AgeofProperty,Feature,plot,Build,carpet
4,House,DLF Phase 1,4,4,3,0,0,1,1,1,0,1,16,37778,DLF City Plots,moderate,7,4499.3102,3464.468854,3272.2256
4,House,Sector 54 Gurgaon,4,4,3+ ,0,0,1,1,1,1,2,25,31111,Suncity Township,old,0,8998.6204,6928.937708,6544.4512
4,House,Palam Vihar,4,3,2,1,0,0,0,1,0,3,2.68,17213,Ansals Palam Vihar,old,74,1560.7655,1201.789435,1135.102182
5,House,Sector 23 Gurgaon,5,5,2,1,0,0,0,0,0,3,2.7,18620,,very old,17,1453.1265,1118.907405,1056.819273
4,House,Sector 4 Gurgaon,4,4,3,1,0,0,0,0,0,2,2.3,17014,,very old,15,1442.3626,1110.619202,1048.990982
3,House,Sector 70A Gurgaon,3,3,3+ ,1,1,0,0,0,0,2,1.04,7172,BPTP Astaire Gardens,moderate,145,1998.048938,1538.497682,1453.1265
5,House,A Block Sushant Lok Phase 1,5,5,2,0,0,1,1,0,1,3,9.85,29638,,very old,21,3767.365,2900.87105,2739.901818
5,House,Sector 39 Gurgaon,5,5,3+ ,1,0,0,0,0,1,4,15,33333,,old,27,4499.3102,3464.468854,3272.2256
3,House,Sector 70A Gurgaon,3,3,3+ ,1,1,0,0,0,0,2,1.18,8137,BPTP Astaire Gardens,moderate,153,1998.048938,1538.497682,1453.1265
3,House,Sushant Lok Phase 1,3,3,3+ ,1,0,0,1,0,0,4,13,48148,Sushant Lok 1 Builder Floors,new,7,2701.7389,2080.338953,1964.901018
5,House,Sector 66 Gurgaon,5,5,3+ ,0,0,1,1,1,1,3,15.1,18605,Emaar MGF Marbella,new,120,8115.9806,6249.305062,5902.531345
4,House,Sector 66 Gurgaon,4,4,3+ ,0,0,0,0,1,1,3,9.01,16066,Emaar MGF Marbella,moderate,122,5607.9919,4318.153763,4078.539564
4,House,Sector 66 Gurgaon,4,4,3+ ,1,0,1,1,0,1,3,18,55556,Emaar MGF Marbella,old,75,3239.9339,2494.749103,2356.315564
16,House,Sector 40 Gurgaon,16,16,3+ ,2,0,1,1,1,1,4,12,38986,,new,0,3078.4754,2370.426058,2238.8912
4,House,Sector 46 Gurgaon,4,3,3,1,0,1,0,0,0,3,2.25,24510,,moderate,35,914.9315,704.497255,665.4047273
4,House,Sector 33 Gurgaon,4,4,3+ ,0,0,1,1,1,1,2,8,11428,Unitech Uniworld Resorts,very old,77,6996.535,5387.33195,5088.389091
4,House,Sector 48 Gurgaon,4,4,2,0,0,0,0,0,1,2,5.75,22184,Vipul Tatvam Villa,old,30,2594.0999,1997.456923,1886.618109
4,House,Nirvana Country,4,4,3,1,0,0,0,0,1,2,9.8,30247,Unitech Espace,old,22,3239.9339,2494.749103,2356.315564
6,House,Palam Vihar,6,5,3+ ,0,0,0,0,0,1,3,4.95,20370,,moderate,91,2432.6414,1873.133878,1769.193745
5,House,Sector 66 Gurgaon,5,6,3+ ,1,0,0,1,1,1,3,19,31666,Emaar MGF Marbella,moderate,110,8998.6204,6928.937708,6544.4512
4,House,Palam Vihar,4,4,3+ ,1,0,0,1,1,1,3,4.99,18889,,old,43,2432.6414,1873.133878,1769.193745
3,House,Nirvana Country,3,3,3,1,0,0,0,0,1,1,7.1,283333,Unitech Nirvana Birch Court,old,49,236.8058,182.340466,172.2224
5,House,Sector 27 Gurgaon,5,5,3+ ,1,0,0,1,0,1,3,4.25,31481,,moderate,49,1463.8904,1127.195608,1064.647564
5,House,Sushant Lok Phase 1,5,5,3+ ,1,0,0,1,0,1,2,9.5,42222,,moderate,88,2723.2667,2096.915359,1980.5576
16,House,DLF Phase 2,16,16,3+ ,1,0,1,1,1,1,4,16,59259,,new,72,3153.8227,2428.443479,2293.689236
12,House,Sector 27 Gurgaon,12,12,3+ ,1,0,0,1,0,1,4,8.25,45833,,new,40,1894.4464,1458.723728,1377.7792
4,House,Sector 70A Gurgaon,4,4,3+ ,1,1,0,0,0,0,3,4.7,18008,Bptp Visionnaire,new,35,2604.8638,2005.745126,1894.4464
5,House,Sector 31 Gurgaon,5,5,3+ ,1,0,0,1,1,0,3,4.25,26235,,old,56,1840.6269,1417.282713,1338.637745
10,House,DLF Phase 3,10,8,3+ ,1,0,0,0,1,1,4,4.5,33333,,moderate,56,1463.8904,1127.195608,1064.647564
4,House,Sector 72 Gurgaon,4,5,3+ ,1,0,0,0,0,0,3,8.6,12285,Tata Primanti,moderate,30,9086.409091,6996.535,6608.297521
6,House,Sector 33 Gurgaon,6,7,3+ ,1,0,1,1,1,1,2,9.55,19293,Unitech Uniworld Resorts,moderate,126,4951.394,3812.57338,3601.013818
7,House,Sector 48 Gurgaon,7,7,3+ ,1,0,1,1,1,1,2,4.95,20599,Eldeco Mansionz,very old,145,2400.3497,1848.269269,1745.708873
6,House,Sector 33 Gurgaon,6,6,3+ ,1,0,0,0,0,0,3,9.5,173992,Unitech Uniworld Resorts,old,40,548.9589,422.698353,399.2428364
7,House,Sector 48 Gurgaon,7,7,3,1,0,0,0,0,0,2,5,21367,Eldeco Mansionz,old,40,2335.7663,1798.540051,1698.739127
7,House,Sector 48 Gurgaon,7,7,3,1,0,1,0,0,0,2,4.75,20299,Eldeco Mansionz,old,33,2335.7663,1798.540051,1698.739127
3,House,Malibu Town,3,3,3,1,0,0,0,0,0,2,1.15,41818,Malibu Towne,very old,33,279.8614,215.493278,203.5355636
4,House,Sector 109 Gurgaon,4,5,3,0,0,0,0,0,0,2,6,9634,International City by Sobha Phase 1,old,76,6232.2981,4798.869537,4532.580436
5,House,Palam Vihar,5,5,2,1,0,1,1,1,1,2,9,19231,Ansals Palam Vihar,very old,110,4682.2965,3605.368305,3405.306545
4,House,Sushant Lok Phase 3,4,4,2,0,0,1,1,1,1,2,3.6,20833,,very old,110,1732.9879,1334.400683,1260.354836
5,House,DLF Phase 1,5,5,2,1,0,1,1,1,1,3,9,33333,,very old,110,2701.7389,2080.338953,1964.901018
12,House,Sushant Lok Phase 1,12,12,3+ ,1,0,0,0,0,1,6,2.2,6875,,new,50,3196.8783,2461.596291,2325.0024
3,House,Sector 4 Gurgaon,3,3,2,1,0,0,0,0,0,1,3.3,14667,,very old,34,2249.6551,1732.234427,1636.1128
5,House,Sector 5 Gurgaon,5,4,2,0,1,0,1,0,0,2,3.5,14787,,very old,36,2368.058,1823.40466,1722.224
4,House,Sector 4 Gurgaon,4,4,2,1,0,0,1,0,0,2,2.35,16319,,very old,43,1442.3626,1110.619202,1048.990982
7,House,DLF Phase 1,7,9,3+ ,1,0,1,1,1,1,4,18.25,18250,,moderate,77,548.9589,422.698353,399.2428364
9,House,C Block Sushant Lok Phase 1,9,9,3+ ,1,0,0,0,0,1,3,5.3,27390,,old,71,1937.502,1491.87654,1409.092364
7,House,Sushant Lok Phase 1,7,7,3+ ,0,0,1,0,1,1,3,6.25,30728,Sushant Lok 1 Builder Floors,old,46,2034.3771,1566.470367,1479.546982
4,House,DLF Phase 2,4,4,3+ ,0,0,0,0,1,1,2,6.3,35000,DLF City Plots Phase 2,very old,89,1797.5713,1384.129901,1307.324582
4,House,Sector 26 Gurgaon,4,4,3+ ,1,0,0,1,1,0,2,5.5,30556,DLF City Phase 1,old,49,1797.5713,1384.129901,1307.324582
4,House,DLF Phase 4,4,5,3+ ,1,0,1,0,1,1,4,11.75,41315,,moderate,54,2841.6696,2188.085592,2066.6688
10,House,DLF Phase 3,10,9,3+ ,2,1,0,0,0,0,3,1.9,3786,DLF Pink Town House,moderate,29,6514.256364,5015.9774,4737.640992
4,House,Nirvana Country,4,4,3,1,0,1,1,1,1,2,10.8,60000,Unitech Escape,moderate,103,2604.8638,2005.745126,1894.4464
3,House,Sector 48 Gurgaon,3,4,3,1,0,1,0,1,1,2,6.4,24691,Vipul Tatvam Villa,moderate,148,2594.0999,1997.456923,1886.618109
2,House,Sector-33 Sohna,2,2,3,1,0,1,0,0,0,2,1.15,9349,Central Park Flower Valley,moderate,71,1732.9879,1334.400683,1260.354836
4,House,Sector 48 Gurgaon,4,4,2,1,0,0,0,0,1,2,5.5,23504,,moderate,22,2335.7663,1798.540051,1698.739127
4,House,Sector 46 Gurgaon,4,4,2,1,0,0,1,0,0,2,3.5,21605,RWA Sector 46,moderate,30,1625.3489,1251.518653,1182.071927
4,House,Sector 54 Gurgaon,4,4,3,1,0,0,0,0,1,3,3.75,234375,,old,13,161.4585,124.323045,117.4243636
10,House,South City 1,10,9,3+ ,1,0,1,0,0,1,4,4.25,26235,,old,36,1625.3489,1251.518653,1182.071927
6,House,Sector 38 Gurgaon,6,6,3+ ,1,1,1,1,0,1,4,4,21786,,very old,137,1840.6269,1417.282713,1338.637745
7,House,DLF Phase 1,7,9,3+ ,1,0,1,1,1,1,3,31.5,35000,Arjun Marg/ Sector- 26 Phase- 1/ Golf Course Road,old,74,8998.6204,6928.937708,6544.4512
3,House,Sector 82 Gurgaon,3,3,2,1,0,0,1,0,0,3,1.4,8235,Vatika Independent Floors,new,61,1700.6962,1309.536074,1236.869964
4,House,Sector 82 Gurgaon,4,4,3+ ,1,0,0,1,1,1,3,5,15432,Vatika Signature Villas,moderate,24,3239.9339,2494.749103,2356.315564
5,House,DLF Phase 1,5,5,3+ ,1,0,1,1,1,1,2,17,37627,,moderate,124,4520.838,3481.04526,3287.882182
4,House,Sector 66 Gurgaon,4,4,3+ ,1,0,0,1,1,1,,9,21251,Emaar MGF Marbella,moderate,114,5607.9919,4318.153763,4078.539564
4,House,Sushant Lok Phase 1,4,4,3+ ,1,1,0,0,0,0,4,1.65,30556,Sushant Lok 1 Builder Floors,old,49,538.195,414.41015,391.4145455
5,House,Sushant Lok Phase 1,5,6,3+ ,1,0,0,1,0,1,3,11,27160,The Laburnum,new,160,4047.2264,3116.364328,2943.437382
5,House,DLF Phase 2,5,5,3+ ,1,0,1,1,1,1,2,11,35530,,moderate,29,3100.0032,2387.002464,2254.547782
3,House,Sector 49 Gurgaon,3,3,1,1,0,0,1,0,0,2,3.75,22046,Eros Rosewood City,very old,6,1700.6962,1309.536074,1236.869964
6,House,Sector 56 Gurgaon,6,6,3+ ,1,0,0,0,0,0,2,3.4,22222,Ansal Sushant Lok 2,old,29,1528.4738,1176.924826,1111.617309
3,House,DLF Phase 1,3,3,2,1,0,0,1,0,0,2,4.5,33333,,very old,58,1345.4875,1036.025375,978.5363636
4,House,C Block Sushant Lok Phase 1,4,4,2,1,0,1,0,0,1,2,5.25,27132,,very old,80,1937.502,1491.87654,1409.092364
4,House,DLF Phase 3,4,4,2,1,0,0,1,0,0,2,6.5,22855,,very old,35,2841.6696,2188.085592,2066.6688
4,House,Nirvana Country,4,4,3+ ,1,0,0,0,0,1,2,11,40741,Unitech Espace,old,88,3239.9339,2494.749103,2356.315564
3,House,Nirvana Country,3,3,2,1,0,0,0,0,1,2,7.5,34722,Unitech Espace,old,66,2163.5439,1665.928803,1573.486473
5,House,DLF Phase 2,5,5,2,1,0,0,1,0,0,2,9.9,29333,,old,106,3379.8646,2602.495742,2458.083345
4,House,Uppals Southend,4,4,3,1,0,0,0,0,1,3,6.75,32328,Uppal Southend,moderate,26,2711.943636,2088.1966,1972.322645
12,House,Uppals Southend,12,12,3+ ,1,1,1,1,0,1,,6.75,290948,Uppal Southend,old,49,236.8058,182.340466,172.2224
6,House,Uppals Southend,6,6,3+ ,1,0,1,0,0,0,3,3.75,25562,Uppal Southend,old,26,1901.156364,1463.8904,1382.659174
4,House,Sector 15 Part 2,4,4,2,0,1,0,0,0,0,2,1.45,12393,,very old,13,1173.2651,903.414127,853.2837091
3,House,Sector 15 Part 1,3,3,2,1,1,1,1,0,0,1,4.1,22331,,very old,27,1840.6269,1417.282713,1338.637745
6,House,Sector 14 Gurgaon,6,6,3+ ,0,1,0,0,0,0,3,6.4,20317,,very old,35,3153.8227,2428.443479,2293.689236
6,House,Sector 14 Gurgaon,6,4,2,1,1,0,0,0,0,2,3.5,18088,,very old,27,1937.502,1491.87654,1409.092364
3,House,Sector 82 Gurgaon,3,3,3+ ,0,0,0,0,0,1,3,4.7,21759,Vatika Signature Villas,new,33,2163.5439,1665.928803,1573.486473
3,House,Sector 14 Gurgaon,3,3,2,1,0,1,1,0,1,1,7.5,16600,,very old,27,4520.838,3481.04526,3287.882182
3,House,Sector 48 Gurgaon,3,6,2,1,1,0,0,0,1,2,5.5,21219,Vipul Tatvam Villa,old,106,2594.0999,1997.456923,1886.618109
4,House,Sector 48 Gurgaon,4,4,3,0,1,1,0,0,1,2,7.65,19125,Vipul Tatvam Villa,old,49,5200.221818,4004.1708,3781.979504
5,House,Sector 48 Gurgaon,5,7,3,1,0,0,1,0,1,2,5.15,18885,Eldeco Mansionz,old,145,2723.2667,2096.915359,1980.5576
5,House,Uppals Southend,5,4,2,0,1,0,0,0,0,2,6.75,15000,SS Aaron Ville,new,49,5843.26,4499.3102,4249.643636
5,House,DLF Phase 2,5,5,3+ ,1,0,0,1,0,1,3,10,37037,,old,29,2701.7389,2080.338953,1964.901018
4,House,Sector 17B Gurgaon,4,4,2,1,0,1,1,0,1,2,8.5,18814,,very old,21,4520.838,3481.04526,3287.882182
12,House,Uppals Southend,12,12,3+ ,1,1,1,1,0,1,3,6.75,32328,Uppal Southend,old,49,2088.1966,1607.911382,1518.688436
8,House,Sector 17 Gurgaon,8,8,3,1,0,1,0,0,0,3,9.5,23457,,moderate,27,4520.838,3481.04526,3287.882182
5,House,Sector 14 Gurgaon,5,4,2,0,0,1,0,0,0,2,5.5,16975,,very old,27,3239.9339,2494.749103,2356.315564
5,House,Sector 14 Gurgaon,5,5,2,1,0,1,1,0,1,3,6.46,18889,,old,27,3422.9202,2635.648554,2489.396509
5,House,Sector 106 Gurgaon,5,4,3+ ,1,0,1,1,1,1,33,5.6,14000,Godrej Meridien,new,151,4004.1708,3083.211516,2912.124218
5,House,DLF Phase 4,5,6,3+ ,1,0,1,1,0,1,3,10.5,32407,,new,153,3239.9339,2494.749103,2356.315564
5,House,Sector 57 Gurgaon,5,4,3,1,0,1,1,0,1,2,8,266666,,moderate,21,301.3892,232.069684,219.1921455
4,House,Sector 109 Gurgaon,4,5,3+ ,0,0,1,1,1,1,3,6.44,26502,International City by SOBHA Phase 2,new,138,2432.6414,1873.133878,1769.193745
8,House,Sector 56 Gurgaon,8,8,3+ ,2,0,1,1,0,1,3,7.5,23148,,moderate,42,3239.9339,2494.749103,2356.315564
4,House,Nirvana Country,4,4,2,1,0,0,0,0,1,2,7,32407,Unitech Aspen Greens,very old,29,2163.5439,1665.928803,1573.486473
13,House,DLF Phase 4,13,13,3+ ,2,0,1,1,0,1,3,11,33951,,moderate,122,3239.9339,2494.749103,2356.315564
5,House,Uppals Southend,5,5,2,1,0,1,1,0,1,2,6.5,18808,SS Aaron Ville,moderate,28,3455.2119,2660.513163,2512.881382
4,House,Nirvana Country,4,4,3+ ,1,0,1,1,0,1,2,6.8,31481,Unitech Nirvana Birch Court,very old,105,2163.5439,1665.928803,1573.486473
4,House,Sector 109 Gurgaon,4,4,3+ ,0,0,0,1,0,1,2,6.75,10838,International City by Sobha Phase 1,new,130,6232.2981,4798.869537,4532.580436
6,House,Sector 22 Gurgaon,6,6,3+ ,1,0,0,1,1,0,2,4.7,19847,Saksham Welfare Association,very old,106,2368.058,1829.863,1722.224
4,House,Sector 48 Gurgaon,4,4,3+ ,1,0,1,1,1,1,2,7.8,23148,Vipul Tatvam Villa,moderate,145,3239.9339,2494.749103,2356.315564
4,House,Sector 109 Gurgaon,4,4,3+ ,1,0,0,0,0,1,1,6.5,12037,International City by SOBHA Phase 2,new,160,5403.4778,4160.677906,3929.802036
5,House,Sector 33 Gurgaon,5,5,3+ ,1,0,1,1,1,1,3,8.5,17820,Unitech Uniworld Resorts,new,145,4768.4077,3671.673929,3467.932873
6,House,Sector 46 Gurgaon,6,6,3+ ,1,0,0,0,1,0,3,4.5,24390,RWA Sector 46,old,80,1840.6269,1417.282713,1338.637745
4,House,DLF Phase 1,4,4,3,1,0,0,0,0,0,3,4.45,35185,,very old,25,1345.4875,1036.025375,978.5363636
8,House,Sector 57 Gurgaon,8,8,3+ ,1,0,0,1,1,0,4,3.8,26063,Sector 57 Huda,moderate,94,1453.1265,1118.907405,1056.819273
2,House,Jyoti Park,2,2,0,1,0,1,0,0,0,0,1,79365,,very old,7,129.1668,99.458436,93.93949091
8,House,Sector 38 Gurgaon,8,8,3,1,1,0,0,0,0,4,1.4,23932,Sector 38 RWA,old,40,581.2506,447.562962,422.7277091
5,House,Sector 33 Gurgaon,5,6,3+ ,1,0,0,0,0,1,4,11.5,24573,Unitech Uniworld Resorts,moderate,84,4682.2965,3605.368305,3405.306545
3,House,Sector 38 Gurgaon,3,2,3,1,0,0,0,1,0,2,3.5,24005,Huda,old,85,1453.1265,1118.907405,1056.819273
5,House,Nirvana Country,5,4,3,1,0,1,1,1,0,2,7.1,32870,Nirvana Cedar Crest,old,110,2163.5439,1665.928803,1573.486473
9,House,DLF Phase 2,9,9,3+ ,0,1,0,0,0,0,3,9.5,33404,nul,very old,81,2841.6696,2188.085592,2066.6688
5,House,Sector 33 Gurgaon,5,7,3+ ,0,0,0,0,0,1,3,11.75,23240,Unitech Uniworld Resorts,moderate,80,4520.838,3481.04526,3287.882182
4,House,DLF Phase 1,4,4,3,1,0,0,0,1,0,2,4,29630,,very old,41,1345.4875,1036.025375,978.5363636
3,House,Sector 52 Gurgaon,3,3,3,1,0,0,0,0,1,4,2.25,16071,Ardee City,new,22,2163.5439,1665.928803,1573.486473
16,House,DLF Phase 4,16,17,3+ ,2,1,1,1,0,1,4,12.5,51440,nul,moderate,137,2432.6414,1873.133878,1769.193745
5,House,Sector 33 Gurgaon,5,6,3,1,0,1,0,0,1,3,11,26667,Unitech Uniworld Resorts,new,58,4499.3102,3464.468854,3272.2256
9,House,Sector 38 Gurgaon,9,9,3+ ,1,1,0,1,0,0,3,4.3,28782,Sector 38 RWA,moderate,41,1496.1821,1152.060217,1088.132436
4,House,Nirvana Country,4,4,3,1,0,0,0,0,1,3,7.45,34491,Unitech Espace,very old,59,2163.5439,1665.928803,1573.486473
4,House,Nirvana Country,4,4,3,1,0,0,0,0,0,2,7.42,34351,Unitech Espace,very old,88,2163.5439,1665.928803,1573.486473
12,House,Sector 26 Gurgaon,12,12,3+ ,1,0,0,1,0,1,4,9.25,47803,DLF City Phase 1,new,43,1937.502,1491.87654,1409.092364
3,House,Sector 23A Gurgaon,3,2,2,1,0,0,0,0,0,3,1.2,6230,,new,79,1926.7381,1483.588337,1401.264073
12,House,Malibu Town,12,11,3+ ,1,0,0,1,0,0,4,6.09,33665,,old,44,1808.3352,1392.418104,1315.152873
9,House,Sector 55 Gurgaon,9,9,3+ ,1,1,0,0,0,0,5,5,44444,,new,44,1130.2095,870.261315,821.9705455
6,House,Sector 17 Gurgaon,6,6,3+ ,0,0,1,1,0,0,3,2.98,20566,IFFCO Nagar and 17B RWA,moderate,78,1453.1265,1118.907405,1056.819273
9,House,Sector 38 Gurgaon,9,9,3+ ,1,0,0,1,1,0,2,4,22222,Huda Floor,moderate,152,1797.5713,1384.129901,1307.324582
4,House,Sector 46 Gurgaon,4,4,3,1,0,0,0,1,0,3,2.4,26667,,old,44,904.1676,696.209052,657.5764364
5,House,Sector 57 Gurgaon,5,4,3+ ,1,0,0,0,1,0,2,3.15,20349,,old,60,1550.0016,1193.501232,1127.273891
5,House,Sector 46 Gurgaon,5,4,2,1,0,0,0,1,0,3,4.25,23148,,old,57,1840.6269,1417.282713,1338.637745
9,House,Sector 40 Gurgaon,9,9,3+ ,1,0,0,1,0,0,3,5,21124,,moderate,66,2368.058,1823.40466,1722.224
3,House,Sector 46 Gurgaon,3,3,2,1,0,0,0,1,0,3,2.2,24202,,very old,56,904.1676,696.209052,657.5764364
4,House,Sector 31 Gurgaon,4,3,3,1,0,0,0,1,0,2,3.5,24155,,old,81,1453.1265,1118.907405,1056.819273
8,House,Sector 46 Gurgaon,8,6,3+ ,1,0,0,0,0,1,3,5.65,23870,,old,67,2368.058,1823.40466,1722.224
5,House,Sector 46 Gurgaon,5,4,3+ ,1,0,0,0,0,1,3,3.55,24500,,old,73,1453.1265,1118.907405,1056.819273
5,House,Sector 46 Gurgaon,5,5,3+ ,1,0,0,0,0,1,3,3.6,24845,,old,75,1453.1265,1118.907405,1056.819273
5,House,Sushant Lok Phase 2,5,4,3+ ,1,0,0,0,1,1,2,3.1,20026,,old,59,1550.0016,1193.501232,1127.273891
3,House,Sushant Lok Phase 3,3,3,3,1,0,0,0,1,0,2,4.75,28787,,old,96,1603.8211,1234.942247,1166.415345
3,House,Bissar,3,3,2,1,1,1,1,0,1,2,3.05,12551,Silverglades Tarudhan Valley Golf Resort,old,160,2432.6414,1873.133878,1769.193745
4,House,Sector 26 Gurgaon,4,4,3,1,0,1,1,0,1,2,5.5,30556,DLF City Phase 1,old,69,1797.5713,1384.129901,1307.324582
3,House,DLF Phase 2,3,2,3,0,0,1,0,0,0,2,4.25,31481,DLF City Plots Phase 2,very old,35,1345.4875,1036.025375,978.5363636
3,House,Sector 26 Gurgaon,3,3,2,1,0,1,0,0,1,2,4.5,33333,DLF City Phase 1,old,70,1345.4875,1036.025375,978.5363636
3,House,Sector 26 Gurgaon,3,3,3,1,0,1,0,0,0,2,3.25,33129,DLF City Phase 1,very old,79,979.5149,754.226473,712.3744727
3,House,Bissar,3,3,2,1,1,1,1,0,1,2,3.6,14815,Silverglades Tarudhan Valley Golf Resort,old,160,2432.6414,1873.133878,1769.193745
